Study ID	Control	Category	DisplayUnit	Site Number	Site Name	ControlOriginal	ControlType	Form	Proxy	NatureOfMeasurement	UsedIndependently	Meta	UnitType	Unit	TimeSeriesMeasured	TimeSeriesUsedForStats	Variable Temporal Resolution	Temoral Resolution Coarsest (y)	Temporal Resolution Finest (y)	Temporal Extent StartDate	Temporal Extent EndDate	Temporal Extent (y)	Number of Time Points	Prior Manip / Obs at Site (y)	Extent	Metaanalysis	LatDD	LonDD
SRB-13.55	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	55	Torngat Mountains	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	58.6	-63.4
SRB-13.56	Air Temp	Atmosphere	2 Air Temperature	56	Torngat Mountains	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	3	3	Site	TRUE	58.6	-63.4
SRB-13.56	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	56	Torngat Mountains	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	58.6	-63.4
SRB-13.59	Air Temp	Atmosphere	2 Air Temperature	59	Zackenberg	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	2	2	Site	TRUE	74.5	-20.5
SRB-13.59	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	59	Zackenberg	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	74.5	-20.5
SRB-13.6	Air Temp	Atmosphere	2 Air Temperature	6	Alexandra Fiord	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	3	16	Site	TRUE	78.9	-75.9
SRB-13.6	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	6	Alexandra Fiord	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	78.9	-75.9
SRB-13.60	Air Temp	Atmosphere	2 Air Temperature	60	Zackenberg	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	2	2	Site	TRUE	74.5	-20.5
SRB-13.60	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	60	Zackenberg	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	74.5	-20.5
SRB-13.7	Air Temp	Atmosphere	2 Air Temperature	7	Alexandra Fiord	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	4	18	Site	TRUE	78.9	-75.9
SRB-13.7	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	7	Alexandra Fiord	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	78.9	-75.9
SRB-13.8	Air Temp	Atmosphere	2 Air Temperature	8	Alexandra Fiord	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	4	15	Site	TRUE	78.9	-75.9
SRB-13.8	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	8	Alexandra Fiord	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	78.9	-75.9
SRB-13.9	Air Temp	Atmosphere	2 Air Temperature	9	Alexandra Fiord	Air Temperature: Mean	PROX	NO	Mean	ROF	TRUE	TRUE	bool	Manipulated	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	4	18	Site	TRUE	78.9	-75.9
SRB-13.9	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	9	Alexandra Fiord	Soil Moisture	PROX	NO	NO	SPG	TRUE	TRUE	cat	Dry | Moist | Wet	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A			Site	TRUE	78.9	-75.9
SRB-131	Air Temp	Atmosphere	2 Air Temperature	1	Petunia Bay	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	0.083	0.083	1975	2010	35	35	0	Site	FALSE	78.717	16.617
SRB-131	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	1	Petunia Bay	Precipitation	PROX	NO	Precipitation Total	OBS	TRUE	FALSE	float	mm	TRUE	TRUE	FALSE	0.083	0.083	1975	2010	35	35	0	Site	FALSE	78.717	16.617
SRB-143	Herbivory	Biotic	9 Herbivory	1	Varanger Peninsula	Geometrid Moth Outbreak	PROX	Geometrid Moth	NO	FAC	TRUE	FALSE	bool	Presence	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		1	Region	FALSE	70.5	29.5
SRB-144	Herbivory	Biotic	9 Herbivory	1	Dry Heath	Herbivory Exclusion	PROX	NO	NO	NRF	TRUE	FALSE	bool	Exclosed	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	15	Site	FALSE	67.775	17.535
SRB-145	Air Temp	Atmosphere	2 Air Temperature	1	Southern Norway	Air Temperature: Mean Summer	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	9	9	2001	2011	9	2	0	Region	FALSE	60.708	7.958
SRB-145	Herbivory	Biotic	9 Herbivory	1	Southern Norway	Sheep Density Treatment	PROX	Mammal	NO	ROF	TRUE	FALSE	cat	High | Low | None	FALSE	TRUE	FALSE	9	9	2001	2011	9	2	0	Region	FALSE	60.708	7.958
SRB-146	Herbivory	Biotic	9 Herbivory	1	La Pérouse Bay	Snow Geese Herbivory	PROX	Bird	NO	OBS	TRUE	FALSE	bool	Absence	TRUE	TRUE	TRUE	23	11	1976	2010	35		0	Site	FALSE	58.872	-93.683
SRB-147	Aspect	Topography	Topography	1	Kangerlussuaq	Aspect	ULT	NO	NO	OBS	TRUE	FALSE	cat	North | East | South | West	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.901	-50.779
SRB-147	Aspect	Topography	Topography	2	Arsuk Fjord	Aspect	ULT	NO	NO	OBS	TRUE	FALSE	cat	North | East | South | West	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	61.218	-48.038
SRB-147	Aspect	Topography	Topography	3	Narsarsuaq	Aspect	ULT	NO	NO	OBS	TRUE	FALSE	cat	North | East | South | West	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67.012	-50.722
SRB-147	Herbivory	Biotic	9 Herbivory	1	Kangerlussuaq	Muskoxen Present	PROX	Mammal	NO	OBS	TRUE	FALSE	bool	Presence	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.901	-50.779
SRB-147	Herbivory	Biotic	9 Herbivory	2	Arsuk Fjord	Muskoxen Present	PROX	Mammal	NO	OBS	TRUE	FALSE	bool	Presence	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	61.218	-48.038
SRB-147	Herbivory	Biotic	9 Herbivory	3	Narsarsuaq	Muskoxen Present	PROX	Mammal	NO	OBS	TRUE	FALSE	bool	Presence	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67.012	-50.722
SRB-147	Human Land Use	Human Activity	Human	1	Kangerlussuaq	Human Disturbance	ULT	NO	NO	OBS	TRUE	FALSE	bool	Yes | No | Uncertain	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.901	-50.779
SRB-147	Human Land Use	Human Activity	Human	2	Arsuk Fjord	Human Disturbance	ULT	NO	NO	OBS	TRUE	FALSE	bool	Yes | No | Uncertain	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	61.218	-48.038
SRB-147	Human Land Use	Human Activity	Human	3	Narsarsuaq	Human Disturbance	ULT	NO	NO	OBS	TRUE	FALSE	bool	Yes | No | Uncertain	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67.012	-50.722
SRB-147	Soil Stability	Soil Surface	11 Soil Surface	1	Kangerlussuaq	Substrate Stability	PROX	NO	NO	OBS	TRUE	FALSE	cat	Stable | Loose	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.901	-50.779
SRB-147	Soil Stability	Soil Surface	11 Soil Surface	2	Arsuk Fjord	Substrate Stability	PROX	NO	NO	OBS	TRUE	FALSE	cat	Stable | Loose	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	61.218	-48.038
SRB-147	Soil Stability	Soil Surface	11 Soil Surface	3	Narsarsuaq	Substrate Stability	PROX	NO	NO	OBS	TRUE	FALSE	cat	Stable | Loose	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67.012	-50.722
SRB-149	Active Layer Depth	Soil Belowground Conditions	12 Active Layer Depth	1	Kangerlussuaq	Stone Cover	PROX	NO	Stoniness	SPG	TRUE	FALSE			FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67	-50.666
SRB-149	Active Layer Depth	Soil Belowground Conditions	12 Active Layer Depth	2	Angujartofik	Stone Cover	PROX	NO	Stoniness	SPG	TRUE	FALSE			FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-51.5
SRB-149	Active Layer Depth	Soil Belowground Conditions	12 Active Layer Depth	3	Qaqortorssup	Stone Cover	PROX	NO	Stoniness	SPG	TRUE	FALSE			FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-52.21666
SRB-149	Altitude	Topography	Topography	1	Kangerlussuaq	Altitude	ULT	NO	NO	SPG	TRUE	FALSE	float	m	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67	-50.666
SRB-149	Altitude	Topography	Topography	2	Angujartofik	Altitude	ULT	NO	NO	SPG	TRUE	FALSE	float	m	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-51.5
SRB-149	Altitude	Topography	Topography	3	Qaqortorssup	Altitude	ULT	NO	NO	SPG	TRUE	FALSE	float	m	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-52.21666
SRB-149	Canopy Height	Ecosystem Structure	Ecosystem Structure	1	Kangerlussuaq	Canopy Height	ULT	NO	NO	SPG	TRUE	FALSE	float	percent	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67	-50.666
SRB-149	Canopy Height	Ecosystem Structure	Ecosystem Structure	2	Angujartofik	Canopy Height	ULT	NO	NO	SPG	TRUE	FALSE	float	percent	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-51.5
SRB-149	Canopy Height	Ecosystem Structure	Ecosystem Structure	3	Qaqortorssup	Canopy Height	ULT	NO	NO	SPG	TRUE	FALSE	float	percent	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-52.21666
SRB-149	Exposure	Topography	Topography	1	Kangerlussuaq	Shelter	ULT	NO	NO	SPG	TRUE	FALSE			FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67	-50.666
SRB-149	Exposure	Topography	Topography	2	Angujartofik	Shelter	ULT	NO	NO	SPG	TRUE	FALSE			FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-51.5
SRB-149	Exposure	Topography	Topography	3	Qaqortorssup	Shelter	ULT	NO	NO	SPG	TRUE	FALSE			FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-52.21666
SRB-149	Growth Forms	Ecosystem Structure	Ecosystem Structure	1	Kangerlussuaq	Vegetation Cover	ULT	NO	NO	SPG	TRUE	FALSE	float	percent	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67	-50.666
SRB-149	Growth Forms	Ecosystem Structure	Ecosystem Structure	2	Angujartofik	Vegetation Cover	ULT	NO	NO	SPG	TRUE	FALSE	float	percent	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-51.5
SRB-149	Growth Forms	Ecosystem Structure	Ecosystem Structure	3	Qaqortorssup	Vegetation Cover	ULT	NO	NO	SPG	TRUE	FALSE	float	percent	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-52.21666
SRB-149	Slope	Topography	Topography	1	Kangerlussuaq	Slope	ULT	NO	NO	SPG	TRUE	FALSE	float	deg	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67	-50.666
SRB-149	Slope	Topography	Topography	2	Angujartofik	Slope	ULT	NO	NO	SPG	TRUE	FALSE	float	deg	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-51.5
SRB-149	Slope	Topography	Topography	3	Qaqortorssup	Slope	ULT	NO	NO	SPG	TRUE	FALSE	float	deg	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-52.21666
SRB-149	Soil Acidity	Soil Belowground Conditions	12 Soil Belowground Conditions	1	Kangerlussuaq	Soil Acidity	PROX	NO	NO	SPG	TRUE	FALSE	float	pH	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67	-50.666
SRB-149	Soil Acidity	Soil Belowground Conditions	12 Soil Belowground Conditions	2	Angujartofik	Soil Acidity	PROX	NO	NO	SPG	TRUE	FALSE	float	pH	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-51.5
SRB-149	Soil Acidity	Soil Belowground Conditions	12 Soil Belowground Conditions	3	Qaqortorssup	Soil Acidity	PROX	NO	NO	SPG	TRUE	FALSE	float	pH	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-52.21666
SRB-149	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	1	Kangerlussuaq	Soil Moisture	PROX	NO	NO	SPG	TRUE	FALSE	cat	1 | 2 | 3 | 4 | 5 | 6	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67	-50.666
SRB-149	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	2	Angujartofik	Soil Moisture	PROX	NO	NO	SPG	TRUE	FALSE	cat	1 | 2 | 3 | 4 | 5 | 6	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-51.5
SRB-149	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	3	Qaqortorssup	Soil Moisture	PROX	NO	NO	SPG	TRUE	FALSE	cat	1 | 2 | 3 | 4 | 5 | 6	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-52.21666
SRB-149	Soil Organic Matter	Soil Belowground Resources	14 Soil Belowground Resources	1	Kangerlussuaq	Soil Organic Content	PROX	NO	NO	SPG	TRUE	FALSE	float	g	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67	-50.666
SRB-149	Soil Organic Matter	Soil Belowground Resources	14 Soil Belowground Resources	2	Angujartofik	Soil Organic Content	PROX	NO	NO	SPG	TRUE	FALSE	float	g	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-51.5
SRB-149	Soil Organic Matter	Soil Belowground Resources	14 Soil Belowground Resources	3	Qaqortorssup	Soil Organic Content	PROX	NO	NO	SPG	TRUE	FALSE	float	g	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.666	-52.21666
SRB-15	Herbivory	Biotic	9 Herbivory	1	Finnmarksvidda	Exclosure	PROX	NO	NO	ROF	TRUE	FALSE	bool	Exclosed	TRUE	TRUE	FALSE	7	7	1998	2005	7	2	0	Region	FALSE	69.05	23.88
SRB-150	Herbivory	Biotic	9 Herbivory	1	Zakenberg	Herbivory: Inverts	PROX	Insect	NO			FALSE					N/A	N/A	N/A	N/A	N/A	0			Site	FALSE	74.467	-21.55
SRB-151	Air Temp	Atmosphere	2 Air Temperature	1	Raisduoddar	Warming	PROX	NO	NO	ROF	TRUE	FALSE	bool	Manipulated	FALSE	TRUE	FALSE	1	1	2010	2012	3	3	0	Site	FALSE	69.65	27.5
SRB-151	Soil N	Soil Belowground Resources	14 Soil Belowground Resources	1	Raisduoddar	Nitrogen Addition	PROX	NO	NO	ROF	TRUE	FALSE	bool	Manipulated	FALSE	TRUE	FALSE	1	1	2010	2012	3	3	0	Site	FALSE	69.65	27.5
SRB-153	Ice and Frost	Atmosphere	6 Ice and Frost	1	Abisko	Icing Events	PROX	Ice Encasement	NO	FAC	TRUE	FALSE	bool	Manipulated	TRUE	TRUE	FALSE	1	1	2008	2009	2	2	0	Site	FALSE	68.35	18.817
SRB-16	Altitude	Topography	Topography	1	Abisko	Altitude	ULT	NO	NO	SPG	TRUE	FALSE	cat	Low | High	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	0	0	Site	FALSE	68.35	18.817
SRB-16	Altitude	Topography	Topography	2	Toolik Lake	Altitude	ULT	NO	NO	SPG	TRUE	FALSE	cat	Low | High	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	0	0	Site	FALSE	68.633	-149.567
SRB-16	Altitude	Topography	Topography	3	Eagle Creek	Altitude	ULT	NO	NO	SPG	TRUE	FALSE	cat	Low | High	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	0	0	Site	FALSE	65.167	-145.5
SRB-16	Altitude	Topography	Topography	4	Ny Ålesund	Altitude	ULT	NO	NO	SPG	TRUE	FALSE	cat	Low | High	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	0	0	Site	FALSE	78.9	12.1
SRB-16	Altitude	Topography	Topography	6	Zakenberg	Altitude	ULT	NO	NO	SPG	TRUE	FALSE	cat	Low | High	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	0	0	Site	FALSE	74.5	-21
SRB-16	Exposure	Topography	Topography	1	Abisko	Microtopography (Exposure)	ULT	NO	NO	SPG	TRUE	FALSE	cat	Sheltered | Exposed	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	0	0	Site	FALSE	68.35	18.817
SRB-16	Exposure	Topography	Topography	2	Toolik Lake	Microtopography (Exposure)	ULT	NO	NO	SPG	TRUE	FALSE	cat	Sheltered | Exposed	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	0	0	Site	FALSE	68.633	-149.567
SRB-16	Exposure	Topography	Topography	3	Eagle Creek	Microtopography (Exposure)	ULT	NO	NO	SPG	TRUE	FALSE	cat	Sheltered | Exposed	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	0	0	Site	FALSE	65.167	-145.5
SRB-16	Exposure	Topography	Topography	4	Ny Ålesund	Microtopography (Exposure)	ULT	NO	NO	SPG	TRUE	FALSE	cat	Sheltered | Exposed	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	0	0	Site	FALSE	78.9	12.1
SRB-16	Exposure	Topography	Topography	6	Zakenberg	Microtopography (Exposure)	ULT	NO	NO	SPG	TRUE	FALSE	cat	Sheltered | Exposed	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	0	0	Site	FALSE	74.5	-21
SRB-16	Soil Acidity	Soil Belowground Conditions	12 Soil Belowground Conditions	1	Abisko	Soil Acidity	PROX	NO	NO	SPG	TRUE	FALSE	cat	Acid | Neutral	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	0	0	Site	FALSE	68.35	18.817
SRB-16	Soil Acidity	Soil Belowground Conditions	12 Soil Belowground Conditions	2	Toolik Lake	Soil Acidity	PROX	NO	NO	SPG	TRUE	FALSE	cat	Acid | Neutral	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	0	0	Site	FALSE	68.633	-149.567
SRB-16	Soil Acidity	Soil Belowground Conditions	12 Soil Belowground Conditions	3	Eagle Creek	Soil Acidity	PROX	NO	NO	SPG	TRUE	FALSE	cat	Acid | Neutral	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	0	0	Site	FALSE	65.167	-145.5
SRB-16	Soil Acidity	Soil Belowground Conditions	12 Soil Belowground Conditions	4	Ny Ålesund	Soil Acidity	PROX	NO	NO	SPG	TRUE	FALSE	cat	Acid | Neutral	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	0	0	Site	FALSE	78.9	12.1
SRB-16	Soil Acidity	Soil Belowground Conditions	12 Soil Belowground Conditions	6	Zakenberg	Soil Acidity	PROX	NO	NO	SPG	TRUE	FALSE	cat	Acid | Neutral	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	0	0	Site	FALSE	74.5	-21
SRB-162	Physiographic Unit	Topography	Topography	1	Zakenberg	Patch Type x Plant Community	ULT	NO	NO	SPG	FALSE	FALSE	cat	Fell field | Dryas heath | Salix snowbed	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	74.5	-20.5
SRB-169	Herbivory	Biotic	9 Herbivory	1	Varanger Peninsula	Ungulate Herbivory	PROX	Mammal	NO	FAC	TRUE	FALSE	cat	Small Excluded | Large | None	TRUE	TRUE	FALSE	3	3	2006	2008	3	3	0	Region	FALSE	70.5	29.5
SRB-169	Herbivory	Biotic	9 Herbivory	2	Ifjordfjellet	Ungulate Herbivory	PROX	Mammal	NO	FAC	TRUE	FALSE	cat	Small Excluded | Large | None	TRUE	TRUE	FALSE	3	3	2006	2008	3	3	0	Site	FALSE	70	27
SRB-170	Snow Dynamics	Atmosphere	8 Snow	1	Toolik Lake	Snow Depth	PROX	NO	NO	NRF	TRUE	FALSE	cat	Decreased | Ambient | Drift	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	14	Site	FALSE	68.633	-149.567
SRB-171	Physiographic Unit	Topography	Topography	1	Kharp	Physiographic Unit	ULT	NO	NO	OBS	TRUE	FALSE	cat	Upland | Lowland | Inactive Floodplain | Active Floodplain | Waterbody	TRUE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.8	66
SRB-171	Physiographic Unit	Topography	Topography	2	Obskaya	Physiographic Unit	ULT	NO	NO	OBS	TRUE	FALSE	cat	Upland | Lowland | Inactive Floodplain | Active Floodplain | Waterbody	TRUE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	66.9	66.6
SRB-171	Physiographic Unit	Topography	Topography	3	Laborovaya	Physiographic Unit	ULT	NO	NO	OBS	TRUE	FALSE	cat	Upland | Lowland | Inactive Floodplain | Active Floodplain | Waterbody	TRUE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67.7	68.1
SRB-171	Physiographic Unit	Topography	Topography	4	Tanlova	Physiographic Unit	ULT	NO	NO	OBS	TRUE	FALSE	cat	Upland | Lowland | Inactive Floodplain | Active Floodplain | Waterbody	TRUE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67.6	69.8
SRB-171	Physiographic Unit	Topography	Topography	5	Taz	Physiographic Unit	ULT	NO	NO	OBS	TRUE	FALSE	cat	Upland | Lowland | Inactive Floodplain | Active Floodplain | Waterbody	TRUE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67.2	74
SRB-171	Physiographic Unit	Topography	Topography	6	Mesoyakha	Physiographic Unit	ULT	NO	NO	OBS	TRUE	FALSE	cat	Upland | Lowland | Inactive Floodplain | Active Floodplain | Waterbody	TRUE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	67.8	78.82
SRB-171	Physiographic Unit	Topography	Topography	7	Gydan	Physiographic Unit	ULT	NO	NO	OBS	TRUE	FALSE	cat	Upland | Lowland | Inactive Floodplain | Active Floodplain | Waterbody	TRUE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	68.2	81.6
SRB-171	Physiographic Unit	Topography	Topography	8	Tanama	Physiographic Unit	ULT	NO	NO	OBS	TRUE	FALSE	cat	Upland | Lowland | Inactive Floodplain | Active Floodplain | Waterbody	TRUE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	69.7	82.2
SRB-171	Physiographic Unit	Topography	Topography	9	Yenisey	Physiographic Unit	ULT	NO	NO	OBS	TRUE	FALSE	cat	Upland | Lowland | Inactive Floodplain | Active Floodplain | Waterbody	TRUE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	70.2	84.8
SRB-171	Physiographic Unit	Topography	Topography	10	Dudinka	Physiographic Unit	ULT	NO	NO	OBS	TRUE	FALSE	cat	Upland | Lowland | Inactive Floodplain | Active Floodplain | Waterbody	TRUE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	69.6	86.5
SRB-171	Physiographic Unit	Topography	Topography	11	Taymyr	Physiographic Unit	ULT	NO	NO	OBS	TRUE	FALSE	cat	Upland | Lowland | Inactive Floodplain | Active Floodplain | Waterbody	TRUE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A		0	Site	FALSE	71.2	88.2
SRB-174	Competitive Intensity	Ecosystem Structure	Ecosystem Structure	1	"Dovre, Norway"	Seeding with Non-Native Grasses	ULT	NO	NO	NRF	TRUE	FALSE	bool	Seeded	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	21	Site	FALSE	63	10
SRB-174	Soil Texture	Soil Belowground Conditions	12 Soil Belowground Conditions	1	"Dovre, Norway"	Soil Type (fine vs coarse mineral)	PROX	NO	NO	ROF	TRUE	FALSE	cat	Coarse | Fine	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0.33	1	21	Site	FALSE	63	10
SRB-178	Air Temp	Atmosphere	2 Air Temperature	1	Kharp	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	0.083	0.083	1965	2010	45	45	0	Site	FALSE	66.84	65.99
SRB-178	Air Temp	Atmosphere	2 Air Temperature	2	Obskaya	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	0.083	0.083	1965	2010	45	45	0	Site	FALSE	66.92	66.59
SRB-178	Air Temp	Atmosphere	2 Air Temperature	3	Tanlova	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	0.083	0.083	1965	2010	45	45	0	Site	FALSE	67.53	69.67
